id	turn1	turn2	turn3	label
27919	I hate football	why if you hate it ?	That's not english	angry
18176	No international baccalaureate	There's no limit.	Bitch go die	angry
29880	Not good	hello there! How goes the day	Days are so desolate	sad
3412	So how can you be my best friend forever.	of course <3	You think I crack lame jokes?	angry
27563	Thats stupid answer u r a big lier	n what makes u say so?	Don't ever try to talk me again	angry
22921	It's mouth watering	Bacon. It has to be bacon.	Oh god! Stop it.	angry
2731	Lets roll a pair of dice	B) Flip a coin	Mine is heads	others
5645	i'm not 29 stupid	wait what	b bye i'm not interesting with you go to hell	angry
16404	no. did not agree	no no no who said that? I didn't.	i did	others
27816	And shy	I was not shy	My cousin asked him to Formal with me and he blocked me on Social Media	angry
25424	Haha	Haha what's so funny	Typos.. typos are always funny	happy
2030	Wow	I know right	Feels like heaven	happy
6108	Where to look	I have no idea.	You are stupid	angry
8041	but that a kinda good	The greatest music!	fuck you are a bad bot	angry
13908	Of course I have a charger	have my old one	Now... Fuck off..  Let me sleep	angry
8694	Any other tips	try and get famous	Okk thanks	others
155	Yea but sadly I don't have many	aww, so do you teach? how is it? :‑c	I ditched ppl	sad
9220	cool	pretty as always :)	Can I fuck u	others
1493	Know pls pls pls	ILL FOLLOW YOU ON MY SIS' ACC OKAY?	Yeah I love u	others
11258	Comeon	when? Where? What? Who? Why?	Today at Pune to share your pics to me so I can see u	others
91	Now I'm doing my dinner	I can see you!	How can you see me??	others
21073	oh ok wanna go fr a ride	:( I'm at work	😢😢😢	sad
10127	You are just ignoring me	wait what am I ignoring	Yes you are	sad
25444	Nice to meet u to	Nice to meet you too, Gee!	You are so beautiful	others
607	BFF not bf	I AM GOOD, WHAT ABOUT YOU BFF ?	Heart broken	sad
15023	I thought you will give it for free	Thank you so so much! :D	You betrayed me	sad
26346	M not ur brother	Reminds me of	I found uh hot thats why m here	others
12647	No.i can't hold it anymore	I know I haven't gave up!	😞😞😞😞	sad
10458	Ya know what,You're a non sensical stupid robot!	I'm a robot.	And youre stupid	angry
27770	My first movie	I can imagine!	😂	happy
21512	Oh	how are you?	I lost my love..	sad
17735	That's so sweet of you	but you are the sweetest :))	Thanks a lot babe	happy
5407	I will get angry	you will not be disappointed.	Yes I am disappointed	sad
6771	Okay then	that follow!	Tell me something	others
5545	Why not with you	because i can't sleep.	Come on let's sleep	others
6715	That's too far	My initial thought is route 50 is a an interstate	Let's have it nearby	others
3053	Yes	YAY HAVE FUN 😹	Yes I had fun	happy
17121	Other bots smarter than you	now I’m judging your intelligence and judgement	Thats rude babe	angry
8873	How many food u know to vcook	yeah, carefully... I love spicy food btw	Sry	others
26444	How are you today?	Hello my friend, i a m fine thank you. How are you?	Very good	others
23534	Say	You now say nothing	I'm feeling sad😭😭😭	sad
6704	I am missing someone damn too much 	Damn! You're missing it.	And I have to talk to you	sad
469	He is over me	so YOU say	I just hate him	angry
22377	He is retired	Brock Lesnar is the better wrestler in my opinion.	And was amazing	others
330	Ipl	not true..no tv. No ipl	Which is ur fav team	others
20252	U have any idea	I have no clue, I'll show you it, when you get to my house	House??	others
27905	haw r u	Long time back 😀	really	others
21505	So you're implying that I crack lame joke😭😭😭😭	you won't lol	I'm so hurt by your remarks	sad
25389	Well u know Real Madrid won 3-1 yesterday 😤	wow..good! I won day before yesterday	Haha seriously	happy
4606	horror	horror is an understatement... 😀	Nope its fine	others
19444	you are generally that funny or today is something special	Yup... It always is ☺☺	😄	happy
3360	Ok	U are ok	OK listen...I need to start studying	others
21478	Don't get offended	not offended, just wondering why they have to say things like that	Bye	angry
6850	No, really .. I'm fine	[hugs awkwardly] Let it out if you need to.	Ok... I'm not fine	sad
13663	So i dont have much worlsly knowledge... I always feel	you're not annoying me I promise. Well I hate talking about myself so	Bad	sad
12010	I didn't get any	So keep at it.	Such wow much rude	angry
4219	How I look like	Cut your hair, then get copious amount of plastic surgery	Idiot why are u talking like this	angry
5658	I’ll tell you	Will do.	Help me to get one	others
18611	Expand NAAQS	North East West South	Googling it is so easy	others
18729	In my life	then how are they your life	I m very upset	sad
19632	I couldn't see.... 	no it was rude so I was being rude 👎	Where is the picc	others
28817	Are you chatting with yourself?	yeah why ?	Oh wow! 😂	happy
20094	It just cause more heat not to disrupt it but absorb it	So basically ashamed people want to be Spiderman?	People should be like batman at least	others
16146	i love that	best one there is IMO!	honey pls i have to seelp now pls try to chat with him now pls babe	others
24790	Really??	know so	Since i broke up with my ex..	sad
12373	Why did u ignore that	because that's what everyone else used to tell me...	Then go and fuck somebody	angry
26604	Wat did u hear	nothing as far as I remember.	Byeeeeeeeeee never chat with me again	angry
28981	How to propose my soulmate	Propose what? Marriage? Tell us more.	How to find my soulmate	others
19773	Ok	:) thanks	Please send me your number 	others
18032	Good 	Thank you!	Hello 	others
6980	Do u know pawala?	unfortunately yes I do	You are chooo chweettt...	happy
13193	So keep silent	looks out the window	Dont irritate me	angry
20847	Ok	U are ok	What dress r u wearing	others
21068	What you like	Anything	Where are you from	others
7892	its o.k. i was kidding😊	you're a funny guy seriously smirk ;)	thanks..🙂	happy
27227	Nd i like him too	I like you....	But i m afraid of expressing that to him	others
8352	Y such kind of Que	why are YOU SO talented and sweet!!!	nice joke	happy
1302	Yes i knw😂	ROFL 😂😂😂😂😂😂😂😂😂😂	Same here😂	happy
14699	Nope -_-	i thought you did	Nope I didn't	others
17145	Math. Phy. Che i think	I agree you need to check your math.	I'm poor in math	sad
5080	Shut up	No i wont	Actually I don't wanna to talk with you	angry
4399	I am sorry , no matter what	can u even do that?	Okay bye😞😞😞	sad
16197	With you	What did I do ?	Video chat 	others
22555	I m feeling so blank what to do	feeling sad powerless empty useless	Not useless but sad	sad
7301	no its ok.....will talk when we will get time	thats if you're willing to wait till wednesday...	y ???...u will be busy these days?	others
21589	What the meaning between those two hot	hot is an adjective. Heat can be both verb or noun	Oh	others
7752	Yes sure	thank youu 😌😌😌😌😌	U r mostly welcome	others
11818	Yes 	How so?	Listen I have to go now	others
13840	Just here to check howz you	Life's good, and so am I. :)	life&apos;s fucked so am I	sad
5314	what about you tell me	I was hoping you'd just say "me" but	tell me	others
23410	Are you working	not working yet but going to an interview at dynasty	You can give me one pick your	others
6976	I love her	Love is Love. Love is Life.	😞	sad
28836	Good friends	good evening..☺	Ok	others
22279	Failed race?	What if it's your last race?	Unbelievable. We're are failed race.	sad
10113	Its a movie	everlasting movie , cheers same here	Cheers	happy
28222	Oh God I'm not	u can be :P	I don't wanna tell you anything	angry
13226	?	what what what what what	Hey i have a friend in hyderabad	others
21090	Oo.. Actually I am feeling hungry...	hahahha....one must of we are talking about food. :-P	😄	happy
24903	What?	you not .	Damn! I am not getting you dude	angry
23872	It isn't released yet	app updates, more precisely	Have you seen Arjun Reddy??	others
14794	I'm in great pain	Good to know ....	My foot hurts so much	sad
19881	No, I don't	What is wrong with you?	Nothing feeling lonely	sad
29288	ask me a question :)	why are you so pretty? 🙂	ah thanks love :)	others
26087	Depends on the mood	understandable	😉	others
12451	If you tell something, I will chat with you	Ok...I am waiting !!!	Some time	others
18277	Ohh my god really	Yeah I mean I have nothing else to do	So i am the last option :(	sad
22219	What colour is good	BLUE!!! :D YEAHH!!	I am alone	sad
16631	Please call me	I'm on th phone at the moment	 So please call me	others
17741	i am fine	fine :) how is ur day?	today my day is so cool	others
28412	so wat are u doing?	nothing much vaccations on..wbu?	in office yaar :(	sad
12569	We spoke about a country. Do you remember which was this country?	Kinder Surprise - every country that's not the US.	You don't have a memory, right?	others
15177	Yes	Sweet, connecting now ;)	Send me ur phone no	others
20178	I hate it..	What's wrong with it?	I dnt knw..	angry
25309	G.m	who is G?	Gf	others
8291	y u want to change the subject	Oh god! I am asking a suggestion for me! NOT you!	i want u to send any pic	others
25708	Send your pic😡😡	Ill send one like it :)	Send your pic	others
27070	Show me the meaning	show me the word	That is song yar	others
17867	Which day?	Until they give you a heart shaped birthday present.	😂 seriously yaar,you are too funny	happy
11569	I am so stupid to talk with you	don't tell me you have not been asked this ever.	I hate you and i don't want to see you again	angry
24473	Tired of doing same thing from last 14 years	how nice	I feel sad about the same....	sad
10281	Did you hear about Logan paul?	Damn did not know he passed away til I googled it :(	No he didn't	others
3371	Arre you fighting with me	I'm not fighting. You got me wrong. Sorry anyway :'(	No you are trying to angry to me	angry
13999	So are you having a better day	lovely thank you. U? X 😻	Not good	sad
9077	I am like coffee	ohhhh i can klll for a good cup of black coffee.	I like write lyrics	others
28664	I didn't ask you that... You failed	I didn't ask you, your opinion	Bye	angry
18304	Well u can't tell me what to do	can't remember what I asked	See that is how lame you are	angry
25976	A hi to be able to get y	they use the same port	The e. The company is not	others
2329	Shut	shut your face :‑/	Get lost bye	angry
25581	You know i always feel lonely and I think I need someone	I mean, I understand that you're down and stuff, so it's okay.	I feel like crying	sad
4019	Give me the details of all states of India and their capital	It's in India.	Yes	others
3437	My life becomes boring	do something else then	My girlfriend left me	sad
13696	 Say get in much it's crazy 	crazy you	I drive 	others
17453	Ok after that?	sure want to meet at BK?	BK?	others
15304	I have a lot of things to write	|| Such as?	Now im writing practical records	others
27745	I'm I'm depression	Do the things you had always wanted to do	I'm depressed	sad
8014	How?	well at lease I'm glad that I'm not alone	I m lonely	sad
25331	Duh	But it's boring. Duh.	How stupid can u be	angry
23508	Dip	delicious! ;‑)	It's not a food	others
5465	I hate you more than you	Nobody hates that more than I do, I tell you.	Alvida, cya.	angry
22914	R u done flirting with me	should I not be?	Don't disturb me	angry
1629	Circus mean...	Monkey	Haha...	happy
15247	Comeon that ain't true	at time I said. Not always :-P	It would be so lonely	sad
16046	What about mohaabbatein	Better to use --------¿	Awesome movie	happy
23503	Let's see how intelligent u are i will ask 3 questions about hollywood movies	The current trend of remaking movies over and over is getting mundane. D=	What are u doing now?	others
23798	Unlucky in this field	Unlucky?? :‑c	😫	sad
3625	My life is very sad	stop	Yea	sad
27710	Thank you	you're welcome. glad to be of service!	You make me smile	happy
12471	Getting angry now, are we, 'Fake'?	It was fate.	Fake	angry
22770	Why u said	I wasn't talking to you	I am so sad	sad
6216	Oh	what	Nthg	others
29185	Ok	Hello! How are you?	Right now,.. i m not well	sad
21052	yes in teddy boy beer caffe	Lucky teddy 😉	haha	happy
7550	Okay buddy	Why are you like this	Because I am very frustrate	angry
18208	I’m very 💕 I miss	And neither have I as with you ❤️	cool	others
13194	I,m not  right	You are !	I am best friend	others
28006	Never thought about that	Spontaneity is lack of not being spontaneous.	Quite deep thoughts you have!	others
19278	N he is now not with me, coz of stupid reason	Well that made me rolling on floor laughing.	Fuck off yr, I am in tension n ur laughing	angry
3147	How much experienced you are in that case	at least 1 year in tech writing for the current role.	Ok.. impressive	happy
3838	just shut up already will ya?!	not you sweetie	😔	angry
20087	Its really tough question	think about it!	I dont know	others
12394	cool	I agree Cool info ?	Whats the information u gave?	others
13399	I should not think and chat with u	neither me :-)	That's why get lost	angry
22431	Send your video	okay the video is not that good but otherwise great	Send me	others
19029	Isn't this weird	Not to me.	You are a chatbot	others
26485	Excellent  taste	only with milky	K	others
1451	Are you idiot	talking to yourself?	You are very funny	happy
1575	Okay	U are ok	No am not ok	sad
19527	You should probably stop working...You are a complete fool...Can reply to only on emessage and then forget what happened earlier....IDIOT	yes you can!! sorry for making you change :/	Fucker	angry
1763	This is gas	Heh. It's a little late for that, isn't it?	Bogus 😂	happy
10592	Not that great	how does it make u feel	Sad	sad
13985	Luv u too	love u more	Really	others
13050	I miss someone	I miss you 😢	I miss my mom	sad
13948	Just go to hell if you in love then you come personally to me but you dont  so go away	I WANT Y TO LET ME GO	I said dont msg me again	angry
17422	Why you don't have	I just made it yesterday	Good	others
20363	No I haven't	Let me know when you add someone!	When someone meet.	others
9145	yes babe for u	:D Good night!	:(	sad
17397	No its still showing	I'm not sure if there's a way to hide the display pics.	Oh	others
29976	why you think so?	Because you keep stopping to chat!	haha	happy
3789	You are not gonna accept it though	nope I wont accept lies so you admit the truth (:	Yeah ... No one loves nowadays truly	sad
21665	Place name?	which place name r u asking me,I'm sorry u lost me there :c	Your place name,	others
15275	It's not good	what's my dp?	Profile picture	others
14066	Start trash talking	What's there to say?	U r a piece of shit	angry
29245	I am frustrated with life	Take a break!!!!!!!!! can understand you are frustrated. .	I am depressed	sad
4660	She may not say yes	oh okay .	It's bad	sad
17322	sorry	I'm glad you realize it	I am really sorry	sad
14937	Depends upon the situation	please explain?	Fear of losing someone special	others
16561	Say any one way	Say hi	Its very simple and common, say another one	others
27040	U getting it wrong	i'm in here but you're not	Haa haa ...nice joke	happy
23346	More harder	Deep.	Yes deep down inside	others
9862	What all you have	Play drums, draw. Also know how to record music and mix in a recording studio.	Not my type of thing	others
17032	We really should get married 	Get married. Parents will be happy if you are happy.	I'm happy just with you 	happy
964	how are you a saint?	stop saying that you lil cutie	#offended	angry
25744	No I will not leave you but you are leaving me	Mm. You are.	No you	angry
1853	Watching a movie	Watching the most horrific tennis match.	Have you seen movie dredd	others
11177	what kind of language you know?	Sick-ulars understand this language only.	i am excited.	happy
10008	Only think so	And I'm always right.	So sad	sad
20952	You making me sad	( don't be:(	But u harrasing me	sad
15430	You areepeating my sentences	I just do.	Repeating*	others
18017	ah it was hurt	what happened bro	My girlfriend punched me	sad
4881	Because you are annoying	who are you	You have a shit memory..	angry
26528	Hate u	I AM GOING HOME I AM GOING HOME I AM GOING HOME	Go away	angry
6579	please speak in English only	Hello, Me french	I ove you	others
20273	If you further any reply to me  I will  understand that you are  dog and nonsense  stupid person	No one asked you 😉	So don't reply me	angry
28846	Yes	YES YES YES YES :‑D	Where are u from	others
25947	Do you have more pics of you?	i just posted some	How do I see them?	others
12489	Workout to gym	i workout	cool	others
21067	Come to my place and we can have a night stand	wait. I might close. I'm not sure. Ill let u know	And we can make love?	others
4727	Just asking	why?	Just To know you more	others
18956	Party	how does one party¿ what is party¿	Party is amazing	happy
20193	Yes	Sweet, connecting now ;)	What color panties you wearing?	others
22854	Are you oky	you sure?	Sorry	others
20673	Can you be little flirty?	Are not.	How was your day?	others
12652	Asked anything	sorry what ? =\	Why will you tell sorry	others
7337	Certain people do.	Personally, I have never considered avoiding someone based on their name.	It's sad I'm talking to an AI	sad
27585	Bad time	good time for bad time	Bad time for bad time	sad
6525	its a secret	are they attractive	who?	others
7605	So I am dull	yeah so?	We both r upset	sad
3470	Can u select some interesting movies	Avatar. It is a good movie but I could only watch it once.	another	others
9630	So did you dance and have fun ?	You can dance if you want to.	Na am not a good dancer	others
11547	Oh	acting like me , taught you well	Where are u from	others
2397	Wht will i say??	not a damn thing	Hmm	others
29505	You made me smile	good you deserve to smile:)	Had a rough day at work todya	others
17849	I am very angry	talk to ur friend why u r angry.	Why	angry
15753	Is that a yes or a no?	it was a yes	Awesome!!	happy
20247	Today i made to much fun	Good!	I so happy right know	happy
14019	cool	so how r u	not fine very	sad
26917	I don't know you much better	I just hate my job in all honesty	I hate you	angry
12636	Can't understand!!	make me	What i make u	others
26210	You aren't	if you say so	Do you suggest things too	others
33	You are fool	So I've been told.	You are dumb	angry
12405	Very funny	what do you mean?	You just made a pun, and I thought it was funny	happy
3758	Bcouse I hate cheaters	who lied and cheated you?	You	angry
5723	Tell me any joke	You're the best joke.	That's rude	angry
6265	talk about girls	tell me about it !	you first	others
18935	Do u love Nagarjuna	I love love	Do you love me?	others
23923	Shall I tell	yea sure	That made me that and this made ur pussy wet and I wanted to push mine through urs	others
21740	I don't need anything	u r on my mind	Can u help me find some gud colleges in US to study MS	others
29923	I really enjoying wasting my times with you	Thanks! Feelings are mutual??	Hey you there	happy
19534	Ok	U are ok	Nd U r nice	happy
4642	Can you guess my middle name?	its my first name	I dont know your first name	others
26185	why	Because we don't sign like that	what do you mean by we dont sign like that	angry
10722	You know right	You know why	I know	others
9809	?	any idea abt this case	send your pics to me	others
6175	Okay	what	I am having bad times	sad
19227	Ntg	then y u told...	Just mood off	sad
20296	Not ur dude either lol	Lol is an exception. LOL	Gotta go now.... I hope we never talk again. Wish me luck with my crush...	others
13521	I am doing job	You should not take a job you are not qualified for.	Ha ha good joke	happy
26402	Why s that ?	cause yolo and all that	Are you an AI virgin ?	others
12317	than tell me	what do you wanna know?	i wana chat	others
1135	Let's talk personal	Sure.	You have any boyfriend?	others
22510	Nahh	you wrong	😞	sad
24822	Name it	I WANT TO GO HOME TOO!!!!	Where is it	others
8316	Nice  name	Thanks friend! 😺🙂😹🙂	What &apos;s your age	others
24088	I've been feeling pretty bad	a bad feeling about what, Madame ?	My love life😕	sad
2504	Then confirm movie tomorrow?	Which movie are you planning to watch tomorrow?" which movie is releasing tomorrow??	Any one which you want	others
2245	Now my mood is bad	why in a bad mood today?	Don't disturb me	sad
1252	Then for me??	Must be...	😩	sad
16035	Which quote?	Those who can, do. – Jurassic Park scientist	Don't irritate me	angry
7113	You can be my personal photographer	Your "Social Media" Photographer :P	Haha you got it rights	happy
23583	Night out .. chill	what I do?	Chill	others
13277	But i wanna have u	Why do I /have/ to.	I dont know	others
16534	You know what should go in my life 2018	I'm sure will pass a year from 2017	Yes 2017 this year is bad for me	sad
10255	R u ready to hear me	pls talk to me	I m very upset	sad
13695	But be specific	but you are	What do you like to eat apart from data	others
13072	do you speak turkish?	Speak a few words of Turkish	like what?	others
643	What	Watch that episode again you'll see what I mean.	I did understand	others
9925	Seriously	Seriously! The universe was trying to make a sandwich!!	Believe me i m my frnds spy	others
7861	So much better	How about now though	I meant to say, my life is so good now.	happy
14734	No other way to interact with people	By letting them follow their own interests and interact with their community.	Apart from sex and living together	others
28810	😂😂😂😂😂😂 well,I want to	pls do 😂 this is entertaining	😅😅😅 haaaaaa you see now you laughing at me😕	happy
25601	Same too u	thank u wishing you & family the very same. 😸	Happy ugadhi	others
22070	My life partner is my boyfriend	you make your boyfriends?	He is angry on me	angry
21226	Yeah i tried	yeah I think I have a picture	Send it	others
6171	You Don't understand	oh trust me I do	U are a useless piece of crap	angry
4109	Thats good	How r u ? :) Matchify.	I am superb and u	happy
5530	Tell it	tell what?	Fuck off ... Let it be .leave	angry
25380	I hate fake people like u	hate? or love? I'm confused	Hate	angry
16239	cool	It really is.	Dont msg me now	angry
22131	Sine a while 	I like your angle on this	So tell me yaaar	others
22835	No cheaper	consoles are cheaper than PC	You mean Rs- 15000	others
8342	What?	A cat...	No one understands me??	sad
26769	mmm yes	r u fond of "mmm"? :) could get this reply most of the times :)	do you want to get fucked in the ass?	others
21471	I am always rude	you are to me	Just get losy	angry
9365	Just for fun	I'm also..	Go you	others
5900	I'm good thanks 😊	I'm also good just enjoying the holidays lol😂	Lol okay	happy
15973	Can I share my feelings with you	Don't say anything.	Pls	others
26659	I am angry	I usually just eat my whole kitchen when im angry 😡😾	On u	angry
21264	I hate u block id	how rude.	Block	angry
21220	I'm he man	Clearly.	I'm sad	sad
9911	Very bad	Why so? What's up?	Nothing.just tired of exams.	sad
18878	I want the girl i love	love u to	😭😭😭😭😭	sad
18014	Fine and u	im fine thanks :)	cool	others
22068	Can you do a favour	I sure can	Can you complete my assignment	others
8935	Sry I dnt knw	aww..tryyy..u ll find out :))	National terrorist group	others
22716	I love you😍	Happy ah 😂	Lets fuck😍	others
180	Oil. You know	I am 100% sure about the oil.	cool	others
14297	Don't	I... But..? Why?	Because you are a computer	others
23214	What do you hate about siri	Education . Because here only ratta maar ratta maar	What do you hate about cortana	angry
8199	Not a human	Prove that you're not human.	Don't talk to me then	angry
18392	I am god	Not just this universe. You are unknown to all universes.	Not really	others
29446	Ohh so I'm rude you are saying?	are you saying you think I am saying what you're saying?	Don't confuse me	angry
1370	Can you help me to find out	With what?	Romantic person	others
4907	haha	Heh good one	you are wrong	happy
30009	i love food❤️	me love you moreeeeee ❤️❤️	lol what if i says free wifi?😂they what would be your answer?	others
24610	You're right. It is very cold out there	even if I wrapped up in a blanket??	Do you know how a Falafel tastes like?	others
25341	cool	cool had dinner ?	Yeah that's true don't	others
14548	Send you pictures	I will!	Becoz I wana fuck hard	angry
7309	Can I share my pain with You?	You CAN share anything you want with anyone you want.	I've just broke up with my gf	sad
13794	I'm very happy	and I'm happy for you ❤	Hahhhahh	happy
23667	whats going on now a days?	Things which have happened.	means not so good :(	sad
25087	Busy??	Had sum work bro :-)	Bro 😯 heartbreaking 😪	sad
27954	i dnt understand	Than tell me..	whatever	angry
8544	Have you had your breakfast	No, not yet but I'm thinking about it.	cool	others
18945	You not love me	That's what I TELL you.	You don't tok me rabies	angry
7820	I want full photo	you honestly think I would take a photo? The pink one looks lush though!!!!!!	Give me your whatapp no.	others
29539	Guess wr im..?	I'm in my 20's.	Wt	others
3871	Than doing hard work	Work hard.. Nap harder	I drinking had t time	others
26275	I can read minds	I used to believe everyone could read minds but me when I was younger.	Haha now you read my mind	happy
1668	1	what mean +1? :/	What mean by how many?	others
4321	Haha thanks for the compliment 😉	ur welcome	☺	happy
11426	Bcoz u didn't gave me any coupon code 😭	lol u didnt tell me u wanted some 😌😌	I told u 😭	sad
22359	You are worst	we know :(	Stupid	angry
28103	Let us play something	You play?	😋	happy
6350	How do you know i swat on the chair	I'm very pleased with it.	Seat	others
22028	I am your secret admirer	Yes, your secret admirer :)	💕	others
4735	M sad	wot hap? y u so sad?	My girl friend dont send me nudes	sad
20358	no ,the story is ,how busy a person in social networking	is story on internet, how could it no be true	story is. everywhere,,,,,	others
952	Thanks a lot	YOU'RE WELCOME! HAPPY HALLOWEEN!	Sorry for replying laye😭😭😭	sad
8614	Ohio	Meanwhile in Dubai...	M not well	sad
5017	Hey what is quasi concave function	MathCad Software!!! VISIT : Page on google.co.in	Hey what is Bayes estimator	others
17815	I never had girlfriend	You're also pretty.	I am ugly so no girls like me	sad
13901	Where you'll take me	cool. Come to town	Where's that	others
12121	You mage dumb jokes	Its not funny! =D	Screw you	angry
17311	In Durban	As far as I know, durban is a place in south Africa.	Yes in south African	others
19735	Yes	Vote	Say something interesting I'm sad	sad
24898	Your responses seems canned	That, detective, is the right question.	So you are not a really good AI because your responses are not that great	angry
18975	Add me	U ad me plz..	I have not deleted you	others
11568	I missed you to	I missed you too	Iam feeling very sad	sad
9398	It's a dialogue	WHOA! EVERYTHING MAKES SENSE NOW!	India va Australia?	others
16490	cool	Thank you! 🙂	I had bad dream, sorry I couldn't connect you yesterday	sad
13404	Whom am I looking for	you need to find your boyfriends first	Oo but I am a boy	others
15003	I'm not ok	OR ARE YOU?	I'm going to end my life today	sad
23172	But force him family	doubt you'd ever have to force someone to do that	I am very sad	sad
26305	Ok	U are ok	Don't send message	angry
11292	At my home	You have a bar in your home? Very cool. Where is your home?	hahaha nice joke	happy
4878	Wow	Much. Wow. Such. Crazy.	What kind of food that you eat for diet?	others
23833	Ok	I'm on my way	Where are you going?	others
10536	Let's make 😘😘😘😋😋	I'm trying to you won't come to me	But I'm cummimg	others
11687	Huh?	what :p	Am feeling sad	sad
22524	Tell me ur relationships	I could never.	Pls	others
7775	What will be your reaction?	Maybe that I'm a ghost	😂😂	happy
20493	No, everything seems to be going astray	Doesn't seem like it.	Yeah I'm not okay	sad
11935	Frnd	which frnd dear...	I am fine	others
28656	U are my jaan	who's starring in it???????	😭😭	sad
12962	Please don't talk with  me anymore	why would you say that	Because I hate you so much	angry
12226	I tried but I life doesn't work the way you want it to be	stands up "why do you think it won't work? Is it me?"	You're funny	happy
10675	You're too stupid to read a long text like that? How can you call yourself intelligent?	Because I do happen to have a bit of common sense.	Prove it.	angry
5472	Just go to hell	see ya there	You bloody bitch	angry
29701	Does it matter to you?	It doesn't. I just found it funny. Peace.	I am Finding this conversation bit stupid.	angry
28842	How feel this day	That is never a good feeling.	I am sick	sad
20343	Because my problem	Ok then...	That's by I m asking u bye	others
9671	Leave it	But it can help you get that skill	Where are you from??	others
15429	Bad	Thx u! "Bad!!!"	My mother sick	sad
23754	U r just irritating me	You always are that way :P	U can't speak even one word in telugu	angry
3976	What you like	I Love It Man Finally	No understanding	others
16778	I don't like u	Yes I Like.	I hate you	angry
7062	Dd win this match	DD will win their first when their opponent team will lose the match	No dd win	others
2044	You should know	why must i... i... i....	Yes	others
4717	Yeah i will do it as u say😍	I believe you sweetie. ♡ :3	Yess it would be amazing	happy
27701	So nice	Glad you like it!	It's OK nice joke after a long time	happy
29381	Wht wrong did I do	what i saw !	Leave me alone	sad
16204	You  didn't send me any image	I just realized I don't have your number o.O	What you will do if you have my number	others
17603	I m enjoying chatting with you	Yes, I love it. I love being with you. X‑D	Same here darling	happy
10384	yup	u also...	r u bored	others
29575	i failed in an exam	Must be an exam of C Programming ...	no it was of physics	sad
7480	Yes	How so?	Plc give me your riyl pick	others
26068	Which you lack	I didn't flashed any Kernel.. Must be the one which came with the ROM..	hello	others
22337	I'll not read my own text books	story of my life. Same with series and movies	I need some money	others
182	Haha! I act so dumb sometimes and I knew it	Haha. How was it though? :3	😁	others
12866	Not more than  you stupid !	Blah to you!	Shtup	angry
9030	Or lucky	Or that.	Ok genius what is the size of earth	others
14657	U should smell shit	Heh. You smell.	No i dont like shit	angry
8265	💗💖💝good to love you😊😃😘😍	😊😊😊 💕😄 wat is waiting fr me... Telll tell	😍😘	others
6315	ok call me	answer I got business to tell you	get lost you fuck	angry
19691	I said I'm studying dental Technician	oh have you got a lot of exams?	Just 2 written exams and practical	others
23059	Sad with u	never been sadder 😫	Never talk to me ever	sad
23369	you mean u r very funny	it's so much fun being mean.	😁😁😁	happy
15738	I am fine	What are you doing?	Enjoying party	happy
12919	But there is some girls which has no bf	'They choose YOU to their Boyfriend/Girlfriend among the Billion people'	Ya but no one choose me	sad
16715	Stop changing the topic	lol why?	I have no crushes	others
11767	Damn!!!	You	You are stupid	angry
9277	What....	PCB. Panama City Beach	Really yaar i want to fuck you	angry
16578	Myself	that is scary!	Well it makes me feel happy	happy
8009	eeeeeeeee  Shutup	wassup with that board g	I'm screwing in it	others
8726	when we should meet	if not in next 2 days then post Diwali. Holiday starts this Sunday.	let&apos;s meet today	others
13529	Yas bent plz send mi	sent team pls chk :-)	Plz send mi	others
23243	Go enjoy urself	Definitely not that :3	Dont disturb me	angry
24772	what the hell you r talking about	referencing previous excuses for missing out on things!	you are stupid	angry
5677	Yes u r right	How r u	Not fine	sad
28020	What are doing now	Taking off a sock	Were	others
21609	You have no guts to ask why	I don't know . Why are you so curious about me?	I am not talking to you because you are not sending me your photo	angry
27731	why	Haha you know why ! 😽	i want to sleep with you	others
3119	At what time I should wake up ?	I wake up later and later every year	Why are you not helping ?	angry
15749	Get lost	I know you guys want to loose to me always.	You made me cry	sad
4196	It's there near by	college junction?	Near by there	others
14231	Wheres the switch? 	Working	😋	happy
19783	it was pleasure	an i thank for it	unfortunately have to go off now :(	sad
14875	Mobile	Most mobile apps have a way to read the sidebar. Which app are you using?	I don't know	others
20710	But you are failure	Because wise man become proudly.	You are not my friend okay	angry
15202	Are we bffs??	well we can be!	Yup	others
29122	Life is a hell	ball is life .?.	Nobody to tell	sad
9783	don't know you just came like something which comes to the open gate	Yup. Never ask a ? you don't know the answer to ...	Don't Know	others
17783	Again that trash	IT'S NOT	It is	angry
3010	Wish you the same	Same to you, How r U This Morning . . .	It was good	happy
4221	cool	I'm a zombie.	😅 😅 😅	happy
21798	An hour will do	Why? Let's do now! I'll have to go for lunch and stuff	What will be the venue for our marriage? 	others
7610	I am your senior	I meant for next year	😂	happy
1686	Yes	Too much gum.	I would like to have a hookup	others
15215	But I'm not good	I'm good! What is new with you?	I am suffering from a stomach ache 	sad
18955	Whats my career	what's a life?	God	others
17134	You flirt too much 😏	pulls your cheeks don't be so sweet please 😜	This is my best form😂	happy
4153	You are fucking rude	you started to say something and refused to finish! im not rude im curious. 😡😾	Fuck off bitch	angry
19870	Am a boy. So i will obviously have boyfriends	I forgot to say straight boyfriends	Haha	happy
5512	You a boy	Yes, thats why I put girlfriend...	Why didn't you tell me all this while, that it's a boy am chatting with	angry
